	data_collection_round	Marital status - Head of Household	single_headed_household	Number household member boy under5 years old	Number household member _girl_under5 years old	Number household member boy_5_17 years old	household_girl_5_17	number adult household members years old	Total household number	diarrhea_under_5	house_type	Households use bottled water as drinking water source	Household treating water	Improvedsanitationfacility	Mentionedafterdefecating	Mentionedbeforeeating	Mentionedbeforeeatingafterdefecating	Mentionedbeforefeedingchild	handwashingfull	Household praticing open defecation	Frequency respondant report handwhashing a day	Improved water source
4567	End-line	Married	No	0	0	0	1	6	7	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility without Water and Soap	No open defecation	5 - 6 times	Improved water source
4568	End-line	Married	No	1	1	0	1	2	5	No	Timber frame	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4569	End-line	Married	No	0	0	1	1	2	4	No	Timber frame	Bottled water	No	Unimproved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	Open defecation	7 times and more	Improved water source
4570	End-line	Married	No	0	0	0	4	1	5	No	Timber and concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4571	End-line	Married	No	0	0	0	2	2	4	No	Concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4572	End-line	Married	No	0	0	2	1	4	7	No	Timber and concrete	Bottled water	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4573	End-line	Widowed	Yes	0	0	1	0	2	3	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4574	End-line	Married	No	0	0	1	1	2	4	No	Timber frame	Other source	Yes	Improved toilet facility	No	Yes	No	Yes	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4575	End-line	Married	No	1	0	0	0	2	3	No	Hut	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4576	End-line	Married	No	0	0	2	0	2	4	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4577	End-line	Married	No	0	0	1	2	3	6	No	Timber and concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4578	End-line	Married	No	0	0	3	1	2	6	No	Hut	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water without Soap	No open defecation	7 times and more	Unimproved water source
4579	End-line	Married	No	3	3	0	0	2	8	No	Timber frame	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4580	End-line	Married	No	1	0	0	0	4	5	No	Concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4581	End-line	Married	No	0	3	0	0	2	5	No	Hut	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility without Water and Soap	No open defecation	7 times and more	Improved water source
4582	End-line	Widowed	Yes	0	2	0	1	1	4	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4583	End-line	Married	No	0	1	1	0	2	4	No	Hut	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4584	End-line	Married	No	0	0	0	2	1	3	No	Hut	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4585	End-line	Married	No	0	0	3	1	3	7	No	Hut	Other source	Yes	Unimproved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4586	End-line	Married	No	0	0	0	1	2	3	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4587	End-line	Married	No	0	0	0	1	5	6	No	Concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4588	End-line	Married	No	2	0	1	0	2	5	Yes	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	No Handwashing facility	Open defecation	5 - 6 times	Improved water source
4589	End-line	Married	No	1	0	2	1	2	6	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4590	End-line	Married	No	0	1	0	0	4	5	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4591	End-line	Married	No	0	0	2	0	4	6	No	Concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility without Water and Soap	No open defecation	5 - 6 times	Improved water source
4592	End-line	Married	No	1	0	0	2	2	5	Yes	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4593	End-line	Married	No	0	0	0	0	3	3	No	Hut	Other source	No	Unimproved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	7 times and more	Improved water source
4594	End-line	Married	No	0	0	2	2	2	6	No	Hut	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4595	End-line	Married	No	0	2	0	2	4	8	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4596	End-line	Married	No	0	0	1	1	3	5	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4597	End-line	Married	No	0	2	3	0	2	7	Yes	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4598	End-line	Married	No	0	0	1	1	4	6	No	Hut	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4599	End-line	Married	No	0	0	2	0	2	4	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water without Soap	No open defecation	5 - 6 times	Improved water source
4600	End-line	Married	No	1	0	2	5	3	11	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4601	End-line	Married	No	0	1	2	0	2	5	No	Hut	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4602	End-line	Married	No	0	0	0	0	2	2	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4603	End-line	Married	No	1	1	2	2	8	14	No	Hut	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4604	End-line	Married	No	0	0	0	0	3	3	No	Hut	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4605	End-line	Widowed	Yes	0	0	0	0	3	3	No	Timber frame	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4606	End-line	Married	No	1	0	2	1	2	6	Yes	Hut	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	3 - 4 times	Improved water source
4607	End-line	Widowed	Yes	0	0	1	1	2	4	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4608	End-line	Married	No	1	1	0	1	2	5	Yes	Timber frame	Other source	No	Unimproved toilet facility	No	Yes	No	Yes	Handwashing facility with Water & Soap	Open defecation	7 times and more	Improved water source
4609	End-line	Married	No	0	0	2	4	2	8	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4610	End-line	Married	No	0	0	0	2	5	7	No	Hut	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4611	End-line	Married	No	1	0	0	1	2	4	No	Hut	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4612	End-line	Married	No	0	0	0	0	2	2	No	Hut	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4613	End-line	Married	No	0	0	1	1	2	4	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4614	End-line	Married	No	0	0	1	0	2	3	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4615	End-line	Married	No	0	0	2	2	2	6	No	Timber frame	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility without Water and Soap	No open defecation	7 times and more	Improved water source
4616	End-line	Married	No	0	0	0	1	2	3	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4617	End-line	Married	No	1	0	0	1	2	4	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4618	End-line	Married	No	1	0	0	0	2	3	No	Hut	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4619	End-line	Married	No	0	0	0	1	2	3	No	Concrete	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4620	End-line	Married	No	0	0	0	0	5	5	No	Concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4621	End-line	Married	No	0	0	0	0	4	4	No	Concrete	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4622	End-line	Married	No	0	2	0	0	2	4	No	Timber and concrete	Other source	Yes	Improved toilet facility	No	Yes	No	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4623	End-line	Widowed	Yes	0	0	0	1	5	6	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility without Water and Soap	No open defecation	3 - 4 times	Improved water source
4624	End-line	Married	No	0	0	0	0	1	1	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4625	End-line	Married	No	0	1	1	2	6	10	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4626	End-line	Married	No	0	0	0	0	5	5	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4627	End-line	Single	Yes	0	0	1	2	4	7	No	Hut	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4628	End-line	Married	No	0	0	1	0	3	4	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4629	End-line	Married	No	0	0	0	0	5	5	No	Concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4630	End-line	Married	No	1	0	1	0	2	4	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility without Water and Soap	No open defecation	3 - 4 times	Improved water source
4631	End-line	Married	No	1	0	0	0	2	3	No	Timber and concrete	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4632	End-line	Married	No	1	1	0	0	3	5	No	Timber frame	Bottled water	No	Improved toilet facility	No	Yes	No	No	No Handwashing facility	No open defecation	5 - 6 times	Improved water source
4633	End-line	Married	No	0	0	0	2	5	7	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4634	End-line	Married	No	0	0	0	0	3	3	No	Makeshift shelter	Other source	No	Unimproved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	Open defecation	3 - 4 times	Improved water source
4635	End-line	Married	No	0	0	1	1	1	3	No	Timber frame	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4636	End-line	Married	No	0	0	2	1	2	5	No	Hut	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4637	End-line	Married	No	1	0	0	0	2	3	Yes	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility without Water and Soap	Open defecation	3 - 4 times	Improved water source
4638	End-line	Married	No	1	0	0	0	3	4	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	No Handwashing facility	No open defecation	5 - 6 times	Improved water source
4639	End-line	Married	No	0	2	0	0	5	7	No	Timber and concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4640	End-line	Married	No	1	0	0	1	2	4	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4641	End-line	Married	No	0	0	1	0	2	3	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4642	End-line	Married	No	0	0	0	1	3	4	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Unimproved water source
4643	End-line	Married	No	0	1	1	1	3	6	No	Concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4644	End-line	Married	No	0	0	0	0	3	3	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4645	End-line	Married	No	0	0	0	0	3	3	No	Timber frame	Other source	Yes	Unimproved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Unimproved water source
4646	End-line	Married	No	0	0	0	1	2	3	No	Concrete	Bottled water	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4647	End-line	Married	No	0	0	1	4	2	7	No	Timber frame	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4648	End-line	Married	No	0	0	1	0	4	5	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4649	End-line	Married	No	1	1	0	1	2	5	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4650	End-line	Married	No	0	0	0	0	3	3	No	Concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4651	End-line	Married	No	1	0	0	1	2	4	No	Concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility without Water and Soap	No open defecation	5 - 6 times	Improved water source
4652	End-line	Married	No	0	0	2	1	1	4	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4653	End-line	Married	No	0	0	0	0	4	4	No	Timber and concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4654	End-line	Married	No	0	0	0	2	2	4	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4655	End-line	Married	No	0	0	0	0	3	3	No	Timber frame	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4656	End-line	Married	No	1	0	0	0	2	3	No	Hut	Other source	No	Unimproved toilet facility	No	Yes	No	Yes	No Handwashing facility	Open defecation	5 - 6 times	Improved water source
4657	End-line	Married	No	1	0	0	0	2	3	No	Timber frame	Other source	No	Unimproved toilet facility	No	Yes	No	Yes	Handwashing facility with Water & Soap	Open defecation	3 - 4 times	Improved water source
4658	End-line	Married	No	0	1	1	0	2	4	No	Timber frame	Other source	No	Unimproved toilet facility	No	Yes	No	No	Handwashing facility without Water and Soap	Open defecation	5 - 6 times	Improved water source
4659	End-line	Married	No	0	0	0	4	2	6	No	Concrete	Bottled water	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4660	End-line	Married	No	1	2	2	3	4	12	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4661	End-line	Married	No	0	0	0	0	2	2	No	Hut	Other source	Yes	Improved toilet facility	No	Yes	No	No	No Handwashing facility	No open defecation	3 - 4 times	Improved water source
4662	End-line	Married	No	0	0	2	2	4	8	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4663	End-line	Married	No	0	2	0	2	3	7	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4664	End-line	Married	No	1	0	2	2	3	8	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4665	End-line	Married	No	0	1	1	0	2	4	No	Timber and concrete	Bottled water	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4666	End-line	Married	No	0	1	0	0	2	3	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	No Handwashing facility	No open defecation	7 times and more	Improved water source
4667	End-line	Married	No	0	0	1	0	2	3	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4668	End-line	Married	No	0	0	0	0	1	1	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4669	End-line	Married	No	0	0	0	0	6	6	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4670	End-line	Married	No	0	1	0	0	3	4	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4671	End-line	Married	No	1	0	1	1	7	10	No	Hut	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water without Soap	No open defecation	7 times and more	Unimproved water source
4672	End-line	Married	No	0	0	1	0	2	3	No	Timber frame	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water without Soap	No open defecation	7 times and more	Improved water source
4673	End-line	Married	No	0	1	0	0	2	3	No	Timber frame	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	Open defecation	5 - 6 times	Improved water source
4674	End-line	Married	No	0	0	0	1	7	8	No	Timber frame	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4675	End-line	Married	No	0	0	1	1	3	5	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4676	End-line	Married	No	0	0	0	0	3	3	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water without Soap	No open defecation	3 - 4 times	Improved water source
4677	End-line	Married	No	1	1	0	2	2	6	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4678	End-line	Married	No	2	1	0	1	5	9	Yes	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4679	End-line	Married	No	0	2	0	0	2	4	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4680	End-line	Married	No	0	0	1	0	3	4	No	Timber frame	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4681	End-line	Married	No	0	0	1	0	4	5	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water without Soap	No open defecation	7 times and more	Improved water source
4682	End-line	Married	No	1	1	0	0	5	7	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	3 - 4 times	Unimproved water source
4683	End-line	Married	No	0	0	2	3	2	7	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4684	End-line	Married	No	0	0	0	1	3	4	No	Concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4685	End-line	Married	No	0	0	0	0	2	2	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	7 times and more	Improved water source
4686	End-line	Married	No	0	0	0	0	2	2	No	Hut	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	No Handwashing facility	No open defecation	5 - 6 times	Improved water source
4687	End-line	Married	No	0	0	1	1	3	5	No	Timber frame	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4688	End-line	Married	No	0	0	2	1	2	5	No	Timber frame	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4689	End-line	Married	No	0	0	0	0	2	2	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4690	End-line	Married	No	1	0	1	1	3	6	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility without Water and Soap	Open defecation	5 - 6 times	Improved water source
4691	End-line	Married	No	0	0	2	2	2	6	No	Concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4692	End-line	Married	No	0	0	1	1	2	4	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4693	End-line	Married	No	0	2	3	0	2	7	No	Timber frame	Bottled water	No	Improved toilet facility	No	Yes	No	Yes	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4694	End-line	Married	No	1	0	0	3	3	7	No	Timber frame	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4695	End-line	Married	No	0	0	0	0	4	4	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4696	End-line	Single	Yes	0	1	1	0	3	5	No	Concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4697	End-line	Married	No	0	0	1	1	3	5	No	Timber frame	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4698	End-line	Married	No	0	0	0	0	5	5	No	Timber frame	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4699	End-line	Married	No	0	0	1	2	2	5	No	Hut	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4700	End-line	Married	No	0	0	0	1	2	3	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4701	End-line	Married	No	1	0	1	0	2	4	No	Concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4702	End-line	Married	No	0	0	0	0	4	4	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4703	End-line	Married	No	0	0	1	2	2	5	No	Concrete	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
4704	End-line	Married	No	0	0	1	0	3	4	No	Concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4705	End-line	Married	No	0	0	2	1	3	6	No	Hut	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4706	End-line	Married	No	0	0	0	0	1	1	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
4707	End-line	Married	No	1	0	0	0	2	3	No	Hut	Bottled water	No	Unimproved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	5 - 6 times	Improved water source
4708	End-line	Married	No	1	0	1	2	2	6	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
4709	End-line	Married	No	1	0	0	0	3	4	No	Concrete	Bottled water	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
